AREA_LABEL,SEX_LABEL,AGE_LABEL,URBANISATION_LABEL,COMP_BREAKDOWN_1_LABEL,COMP_BREAKDOWN_3_LABEL,TIME_PERIOD,OBS_VALUE,OBS_STATUS,OBS_STATUS_LABEL
Gabon,Total,25 years old and over,Total,Total,Total,2017,14.32668983,A,Normal value
Gabon,Total,15 to 24 years old,Total,Total,Total,2017,13.87699806,A,Normal value
"Gambia, The",Total,25 years old and over,Total,Total,Total,2017,,O,Missing value
"Gambia, The",Total,15 to 24 years old,Total,Total,Total,2017,,O,Missing value
Georgia,Total,25 years old and over,Total,Total,Total,2017,12.1885268,A,Normal value
Georgia,Total,15 to 24 years old,Total,Total,Total,2017,8.878737758,A,Normal value
Germany,Total,25 years old and over,Total,Total,Total,2017,59.29805325,A,Normal value
Germany,Total,15 to 24 years old,Total,Total,Total,2017,50.20841544,A,Normal value
Ghana,Total,25 years old and over,Total,Total,Total,2017,,O,Missing value
Ghana,Total,15 to 24 years old,Total,Total,Total,2017,,O,Missing value
Greece,Total,25 years old and over,Total,Total,Total,2017,17.73806718,A,Normal value
Greece,Total,15 to 24 years old,Total,Total,Total,2017,8.234658106,A,Normal value
Guatemala,Total,25 years old and over,Total,Total,Total,2017,,O,Missing value
Guatemala,Total,15 to 24 years old,Total,Total,Total,2017,,O,Missing value
Guinea,Total,25 years old and over,Total,Total,Total,2017,,O,Missing value
Guinea,Total,15 to 24 years old,Total,Total,Total,2017,,O,Missing value
Haiti,Total,25 years old and over,Total,Total,Total,2017,,O,Missing value
Haiti,Total,15 to 24 years old,Total,Total,Total,2017,,O,Missing value
Honduras,Total,25 years old and over,Total,Total,Total,2017,,O,Missing value
Honduras,Total,15 to 24 years old,Total,Total,Total,2017,,O,Missing value
"Hong Kong SAR, China",Total,25 years old and over,Total,Total,Total,2017,45.60268633,A,Normal value
"Hong Kong SAR, China",Total,15 to 24 years old,Total,Total,Total,2017,42.34079772,A,Normal value
Hungary,Total,25 years old and over,Total,Total,Total,2017,30.99796846,A,Normal value
Hungary,Total,15 to 24 years old,Total,Total,Total,2017,20.29729525,A,Normal value
India,Total,25 years old and over,Total,Total,Total,2017,,O,Missing value
India,Total,15 to 24 years old,Total,Total,Total,2017,,O,Missing value
Indonesia,Total,25 years old and over,Total,Total,Total,2017,,O,Missing value
Indonesia,Total,15 to 24 years old,Total,Total,Total,2017,,O,Missing value
"Iran, Islamic Rep.",Total,25 years old and over,Total,Total,Total,2017,40.8537131,A,Normal value
"Iran, Islamic Rep.",Total,15 to 24 years old,Total,Total,Total,2017,37.18534457,A,Normal value
Iraq,Total,25 years old and over,Total,Total,Total,2017,,O,Missing value
Iraq,Total,15 to 24 years old,Total,Total,Total,2017,,O,Missing value
Ireland,Total,25 years old and over,Total,Total,Total,2017,53.8871705,A,Normal value
Ireland,Total,15 to 24 years old,Total,Total,Total,2017,44.85724948,A,Normal value
Israel,Total,25 years old and over,Total,Total,Total,2017,43.06034102,A,Normal value
Israel,Total,15 to 24 years old,Total,Total,Total,2017,17.40967262,A,Normal value
Italy,Total,25 years old and over,Total,Total,Total,2017,43.28955592,A,Normal value
Italy,Total,15 to 24 years old,Total,Total,Total,2017,10.41136133,A,Normal value
Japan,Total,25 years old and over,Total,Total,Total,2017,23.33684142,A,Normal value
Japan,Total,15 to 24 years old,Total,Total,Total,2017,27.98668731,A,Normal value
Jordan,Total,25 years old and over,Total,Total,Total,2017,,O,Missing value
Jordan,Total,15 to 24 years old,Total,Total,Total,2017,,O,Missing value
Kazakhstan,Total,25 years old and over,Total,Total,Total,2017,21.98527833,A,Normal value
Kazakhstan,Total,15 to 24 years old,Total,Total,Total,2017,19.6006213,A,Normal value
Kenya,Total,25 years old and over,Total,Total,Total,2017,23.15010734,A,Normal value
Kenya,Total,15 to 24 years old,Total,Total,Total,2017,24.29728601,A,Normal value
"Korea, Rep.",Total,25 years old and over,Total,Total,Total,2017,67.55238067,A,Normal value
"Korea, Rep.",Total,15 to 24 years old,Total,Total,Total,2017,47.81367629,A,Normal value
Kosovo,Total,25 years old and over,Total,Total,Total,2017,,O,Missing value
Kosovo,Total,15 to 24 years old,Total,Total,Total,2017,,O,Missing value
Kuwait,Total,25 years old and over,Total,Total,Total,2017,31.95428998,A,Normal value
Kuwait,Total,15 to 24 years old,Total,Total,Total,2017,36.94220725,A,Normal value
Kyrgyz Republic,Total,25 years old and over,Total,Total,Total,2017,,O,Missing value
Kyrgyz Republic,Total,15 to 24 years old,Total,Total,Total,2017,,O,Missing value
Lao PDR,Total,25 years old and over,Total,Total,Total,2017,,O,Missing value
Lao PDR,Total,15 to 24 years old,Total,Total,Total,2017,,O,Missing value
Latvia,Total,25 years old and over,Total,Total,Total,2017,60.57974352,A,Normal value
Latvia,Total,15 to 24 years old,Total,Total,Total,2017,38.70233543,A,Normal value
Lebanon,Total,25 years old and over,Total,Total,Total,2017,,O,Missing value
Lebanon,Total,15 to 24 years old,Total,Total,Total,2017,,O,Missing value
Lesotho,Total,25 years old and over,Total,Total,Total,2017,,O,Missing value
Lesotho,Total,15 to 24 years old,Total,Total,Total,2017,,O,Missing value
Liberia,Total,25 years old and over,Total,Total,Total,2017,,O,Missing value
Liberia,Total,15 to 24 years old,Total,Total,Total,2017,,O,Missing value
Libya,Total,25 years old and over,Total,Total,Total,2017,7.49377794,A,Normal value
Libya,Total,15 to 24 years old,Total,Total,Total,2017,18.0622312,A,Normal value
Lithuania,Total,25 years old and over,Total,Total,Total,2017,49.70840429,A,Normal value
Lithuania,Total,15 to 24 years old,Total,Total,Total,2017,48.5507263,A,Normal value
Luxembourg,Total,25 years old and over,Total,Total,Total,2017,65.47772199,A,Normal value
Luxembourg,Total,15 to 24 years old,Total,Total,Total,2017,59.48589527,A,Normal value
Madagascar,Total,25 years old and over,Total,Total,Total,2017,,O,Missing value
Madagascar,Total,15 to 24 years old,Total,Total,Total,2017,,O,Missing value
Malawi,Total,25 years old and over,Total,Total,Total,2017,,O,Missing value
Malawi,Total,15 to 24 years old,Total,Total,Total,2017,,O,Missing value
Malaysia,Total,25 years old and over,Total,Total,Total,2017,25.11493313,A,Normal value
Malaysia,Total,15 to 24 years old,Total,Total,Total,2017,24.30143626,A,Normal value
Maldives,Total,25 years old and over,Total,Total,Total,2017,28.29269968,A,Normal value
Maldives,Total,15 to 24 years old,Total,Total,Total,2017,22.0450181,A,Normal value
Mali,Total,25 years old and over,Total,Total,Total,2017,,O,Missing value
Mali,Total,15 to 24 years old,Total,Total,Total,2017,,O,Missing value
Malta,Total,25 years old and over,Total,Total,Total,2017,41.66937615,A,Normal value
Malta,Total,15 to 24 years old,Total,Total,Total,2017,40.06365131,A,Normal value
Mauritania,Total,25 years old and over,Total,Total,Total,2017,,O,Missing value
Mauritania,Total,15 to 24 years old,Total,Total,Total,2017,,O,Missing value
Mauritius,Total,25 years old and over,Total,Total,Total,2017,,O,Missing value
Mauritius,Total,15 to 24 years old,Total,Total,Total,2017,,O,Missing value
Mexico,Total,25 years old and over,Total,Total,Total,2017,,O,Missing value
Mexico,Total,15 to 24 years old,Total,Total,Total,2017,,O,Missing value
Moldova,Total,25 years old and over,Total,Total,Total,2017,31.28500152,A,Normal value
Moldova,Total,15 to 24 years old,Total,Total,Total,2017,28.51405136,A,Normal value
Mongolia,Total,25 years old and over,Total,Total,Total,2017,15.77465334,A,Normal value
Mongolia,Total,15 to 24 years old,Total,Total,Total,2017,8.745137845,A,Normal value
Montenegro,Total,25 years old and over,Total,Total,Total,2017,,O,Missing value
Montenegro,Total,15 to 24 years old,Total,Total,Total,2017,,O,Missing value
Mozambique,Total,25 years old and over,Total,Total,Total,2017,,O,Missing value
Mozambique,Total,15 to 24 years old,Total,Total,Total,2017,,O,Missing value
Myanmar,Total,25 years old and over,Total,Total,Total,2017,,O,Missing value
Myanmar,Total,15 to 24 years old,Total,Total,Total,2017,,O,Missing value
Namibia,Total,25 years old and over,Total,Total,Total,2017,13.20415425,A,Normal value
Namibia,Total,15 to 24 years old,Total,Total,Total,2017,8.874811358,A,Normal value
Nepal,Total,25 years old and over,Total,Total,Total,2017,,O,Missing value
Nepal,Total,15 to 24 years old,Total,Total,Total,2017,,O,Missing value
Netherlands,Total,25 years old and over,Total,Total,Total,2017,81.25690144,A,Normal value
Netherlands,Total,15 to 24 years old,Total,Total,Total,2017,82.41948306,A,Normal value
New Zealand,Total,25 years old and over,Total,Total,Total,2017,77.41454612,A,Normal value
New Zealand,Total,15 to 24 years old,Total,Total,Total,2017,55.52382788,A,Normal value
Nicaragua,Total,25 years old and over,Total,Total,Total,2017,,O,Missing value
Nicaragua,Total,15 to 24 years old,Total,Total,Total,2017,,O,Missing value
Niger,Total,25 years old and over,Total,Total,Total,2017,,O,Missing value
Niger,Total,15 to 24 years old,Total,Total,Total,2017,,O,Missing value
Nigeria,Total,25 years old and over,Total,Total,Total,2017,,O,Missing value
Nigeria,Total,15 to 24 years old,Total,Total,Total,2017,,O,Missing value
North Macedonia,Total,25 years old and over,Total,Total,Total,2017,,O,Missing value
North Macedonia,Total,15 to 24 years old,Total,Total,Total,2017,,O,Missing value
Norway,Total,25 years old and over,Total,Total,Total,2017,89.42364792,A,Normal value
Norway,Total,15 to 24 years old,Total,Total,Total,2017,77.97687489,A,Normal value
Pakistan,Total,25 years old and over,Total,Total,Total,2017,,O,Missing value
Pakistan,Total,15 to 24 years old,Total,Total,Total,2017,,O,Missing value
Panama,Total,25 years old and over,Total,Total,Total,2017,,O,Missing value
Panama,Total,15 to 24 years old,Total,Total,Total,2017,,O,Missing value
Paraguay,Total,25 years old and over,Total,Total,Total,2017,,O,Missing value
Paraguay,Total,15 to 24 years old,Total,Total,Total,2017,,O,Missing value
Peru,Total,25 years old and over,Total,Total,Total,2017,,O,Missing value
Peru,Total,15 to 24 years old,Total,Total,Total,2017,,O,Missing value
Philippines,Total,25 years old and over,Total,Total,Total,2017,,O,Missing value
Philippines,Total,15 to 24 years old,Total,Total,Total,2017,,O,Missing value
Poland,Total,25 years old and over,Total,Total,Total,2017,56.0997775,A,Normal value
Poland,Total,15 to 24 years old,Total,Total,Total,2017,19.18138061,A,Normal value
Portugal,Total,25 years old and over,Total,Total,Total,2017,30.47806076,A,Normal value
Portugal,Total,15 to 24 years old,Total,Total,Total,2017,28.18333862,A,Normal value
Romania,Total,25 years old and over,Total,Total,Total,2017,11.34516889,A,Normal value
Romania,Total,15 to 24 years old,Total,Total,Total,2017,15.58735201,A,Normal value
Russian Federation,Total,25 years old and over,Total,Total,Total,2017,32.42622812,A,Normal value
Russian Federation,Total,15 to 24 years old,Total,Total,Total,2017,45.57974764,A,Normal value
Rwanda,Total,25 years old and over,Total,Total,Total,2017,,O,Missing value
Rwanda,Total,15 to 24 years old,Total,Total,Total,2017,,O,Missing value
Saudi Arabia,Total,25 years old and over,Total,Total,Total,2017,32.21027503,A,Normal value
Saudi Arabia,Total,15 to 24 years old,Total,Total,Total,2017,23.95856378,A,Normal value
Senegal,Total,25 years old and over,Total,Total,Total,2017,,O,Missing value
Senegal,Total,15 to 24 years old,Total,Total,Total,2017,,O,Missing value
Serbia,Total,25 years old and over,Total,Total,Total,2017,13.41467419,A,Normal value
Serbia,Total,15 to 24 years old,Total,Total,Total,2017,4.393404949,A,Normal value
Sierra Leone,Total,25 years old and over,Total,Total,Total,2017,,O,Missing value
Sierra Leone,Total,15 to 24 years old,Total,Total,Total,2017,,O,Missing value
Singapore,Total,25 years old and over,Total,Total,Total,2017,53.63005938,A,Normal value
Singapore,Total,15 to 24 years old,Total,Total,Total,2017,26.89042246,A,Normal value
Slovak Republic,Total,25 years old and over,Total,Total,Total,2017,56.78946326,A,Normal value
Slovak Republic,Total,15 to 24 years old,Total,Total,Total,2017,29.38012867,A,Normal value
Slovenia,Total,25 years old and over,Total,Total,Total,2017,44.36381632,A,Normal value
Slovenia,Total,15 to 24 years old,Total,Total,Total,2017,48.82247343,A,Normal value
South Africa,Total,25 years old and over,Total,Total,Total,2017,9.791862841,A,Normal value
South Africa,Total,15 to 24 years old,Total,Total,Total,2017,10.98086657,A,Normal value
South Sudan,Total,25 years old and over,Total,Total,Total,2017,,O,Missing value
South Sudan,Total,15 to 24 years old,Total,Total,Total,2017,,O,Missing value
Spain,Total,25 years old and over,Total,Total,Total,2017,51.50769584,A,Normal value
Spain,Total,15 to 24 years old,Total,Total,Total,2017,24.52191059,A,Normal value
Sri Lanka,Total,25 years old and over,Total,Total,Total,2017,,O,Missing value
Sri Lanka,Total,15 to 24 years old,Total,Total,Total,2017,,O,Missing value
Sweden,Total,25 years old and over,Total,Total,Total,2017,82.76019671,A,Normal value
Sweden,Total,15 to 24 years old,Total,Total,Total,2017,62.23175158,A,Normal value
Switzerland,Total,25 years old and over,Total,Total,Total,2017,50.06817678,A,Normal value
Switzerland,Total,15 to 24 years old,Total,Total,Total,2017,37.16442443,A,Normal value
"Taiwan, China",Total,25 years old and over,Total,Total,Total,2017,24.31517017,A,Normal value
"Taiwan, China",Total,15 to 24 years old,Total,Total,Total,2017,19.70957636,A,Normal value
Tajikistan,Total,25 years old and over,Total,Total,Total,2017,,O,Missing value
Tajikistan,Total,15 to 24 years old,Total,Total,Total,2017,,O,Missing value
Tanzania,Total,25 years old and over,Total,Total,Total,2017,,O,Missing value
Tanzania,Total,15 to 24 years old,Total,Total,Total,2017,,O,Missing value
Thailand,Total,25 years old and over,Total,Total,Total,2017,8.675537556,A,Normal value
Thailand,Total,15 to 24 years old,Total,Total,Total,2017,17.2571182,A,Normal value
Togo,Total,25 years old and over,Total,Total,Total,2017,,O,Missing value
Togo,Total,15 to 24 years old,Total,Total,Total,2017,,O,Missing value
Trinidad and Tobago,Total,25 years old and over,Total,Total,Total,2017,12.66856347,A,Normal value
Trinidad and Tobago,Total,15 to 24 years old,Total,Total,Total,2017,1.693687634,A,Normal value
Tunisia,Total,25 years old and over,Total,Total,Total,2017,,O,Missing value
Tunisia,Total,15 to 24 years old,Total,Total,Total,2017,,O,Missing value
Turkiye,Total,25 years old and over,Total,Total,Total,2017,32.18312014,A,Normal value
Turkiye,Total,15 to 24 years old,Total,Total,Total,2017,34.02868075,A,Normal value
Turkmenistan,Total,25 years old and over,Total,Total,Total,2017,,O,Missing value
Turkmenistan,Total,15 to 24 years old,Total,Total,Total,2017,,O,Missing value
Uganda,Total,25 years old and over,Total,Total,Total,2017,,O,Missing value
Uganda,Total,15 to 24 years old,Total,Total,Total,2017,,O,Missing value
Ukraine,Total,25 years old and over,Total,Total,Total,2017,22.00486871,A,Normal value
Ukraine,Total,15 to 24 years old,Total,Total,Total,2017,28.94656528,A,Normal value
United Arab Emirates,Total,25 years old and over,Total,Total,Total,2017,46.12571388,A,Normal value
United Arab Emirates,Total,15 to 24 years old,Total,Total,Total,2017,27.68701772,A,Normal value
United Kingdom,Total,25 years old and over,Total,Total,Total,2017,65.06669373,A,Normal value
United Kingdom,Total,15 to 24 years old,Total,Total,Total,2017,43.28057108,A,Normal value
United States,Total,25 years old and over,Total,Total,Total,2017,65.28277862,A,Normal value
United States,Total,15 to 24 years old,Total,Total,Total,2017,58.78649641,A,Normal value
Uruguay,Total,25 years old and over,Total,Total,Total,2017,18.64976822,A,Normal value
Uruguay,Total,15 to 24 years old,Total,Total,Total,2017,15.59450834,A,Normal value
Uzbekistan,Total,25 years old and over,Total,Total,Total,2017,,O,Missing value
Uzbekistan,Total,15 to 24 years old,Total,Total,Total,2017,,O,Missing value
"Venezuela, RB",Total,25 years old and over,Total,Total,Total,2017,28.02301862,A,Normal value
"Venezuela, RB",Total,15 to 24 years old,Total,Total,Total,2017,26.0782037,A,Normal value
Viet Nam,Total,25 years old and over,Total,Total,Total,2017,,O,Missing value
Viet Nam,Total,15 to 24 years old,Total,Total,Total,2017,,O,Missing value
West Bank and Gaza,Total,25 years old and over,Total,Total,Total,2017,,O,Missing value
West Bank and Gaza,Total,15 to 24 years old,Total,Total,Total,2017,,O,Missing value
Zambia,Total,25 years old and over,Total,Total,Total,2017,,O,Missing value
Zambia,Total,15 to 24 years old,Total,Total,Total,2017,,O,Missing value
Zimbabwe,Total,25 years old and over,Total,Total,Total,2017,,O,Missing value
Zimbabwe,Total,15 to 24 years old,Total,Total,Total,2017,,O,Missing value
Afghanistan,Total,25 years old and over,Total,Total,Total,2021,,O,Missing value
Afghanistan,Total,15 to 24 years old,Total,Total,Total,2021,,O,Missing value
Albania,Total,25 years old and over,Total,Total,Total,2021,,O,Missing value
Albania,Total,15 to 24 years old,Total,Total,Total,2021,,O,Missing value
Algeria,Total,25 years old and over,Total,Total,Total,2021,,O,Missing value
Algeria,Total,15 to 24 years old,Total,Total,Total,2021,,O,Missing value
Argentina,Total,25 years old and over,Total,Total,Total,2021,29.80440545,A,Normal value
Argentina,Total,15 to 24 years old,Total,Total,Total,2021,42.4340899,A,Normal value
Armenia,Total,25 years old and over,Total,Total,Total,2021,20.79609073,A,Normal value
Armenia,Total,15 to 24 years old,Total,Total,Total,2021,15.66789615,A,Normal value
Australia,Total,25 years old and over,Total,Total,Total,2021,79.97909277,A,Normal value
Australia,Total,15 to 24 years old,Total,Total,Total,2021,59.39386485,A,Normal value
Austria,Total,25 years old and over,Total,Total,Total,2021,59.79433757,A,Normal value
Austria,Total,15 to 24 years old,Total,Total,Total,2021,77.89120463,A,Normal value
Azerbaijan,Total,25 years old and over,Total,Total,Total,2022,15.35008273,A,Normal value
Azerbaijan,Total,15 to 24 years old,Total,Total,Total,2022,17.7079659,A,Normal value
Bangladesh,Total,25 years old and over,Total,Total,Total,2021,10.47948463,A,Normal value
Bangladesh,Total,15 to 24 years old,Total,Total,Total,2021,10.64903499,A,Normal value
Belgium,Total,25 years old and over,Total,Total,Total,2021,81.15471159,A,Normal value
Belgium,Total,15 to 24 years old,Total,Total,Total,2021,58.60600124,A,Normal value
Benin,Total,25 years old and over,Total,Total,Total,2021,,O,Missing value
Benin,Total,15 to 24 years old,Total,Total,Total,2021,,O,Missing value
Bolivia,Total,25 years old and over,Total,Total,Total,2021,12.17432009,A,Normal value
Bolivia,Total,15 to 24 years old,Total,Total,Total,2021,18.24972798,A,Normal value
Bosnia and Herzegovina,Total,25 years old and over,Total,Total,Total,2021,15.31975749,A,Normal value
Bosnia and Herzegovina,Total,15 to 24 years old,Total,Total,Total,2021,3.45239208,A,Normal value
Botswana,Total,25 years old and over,Total,Total,Total,2022,20.32353485,A,Normal value
Botswana,Total,15 to 24 years old,Total,Total,Total,2022,20.12380086,A,Normal value
Brazil,Total,25 years old and over,Total,Total,Total,2021,40.40443449,A,Normal value
Brazil,Total,15 to 24 years old,Total,Total,Total,2021,50.87074655,A,Normal value
Bulgaria,Total,25 years old and over,Total,Total,Total,2021,30.20523906,A,Normal value
Bulgaria,Total,15 to 24 years old,Total,Total,Total,2021,42.76133882,A,Normal value
Burkina Faso,Total,25 years old and over,Total,Total,Total,2021,,O,Missing value
Burkina Faso,Total,15 to 24 years old,Total,Total,Total,2021,,O,Missing value
Cambodia,Total,25 years old and over,Total,Total,Total,2021,,O,Missing value
Cambodia,Total,15 to 24 years old,Total,Total,Total,2021,,O,Missing value
Cameroon,Total,25 years old and over,Total,Total,Total,2021,12.10874994,A,Normal value
Cameroon,Total,15 to 24 years old,Total,Total,Total,2021,10.62138318,A,Normal value
Canada,Total,25 years old and over,Total,Total,Total,2021,75.53624014,A,Normal value
Canada,Total,15 to 24 years old,Total,Total,Total,2021,75.19389754,A,Normal value
Chad,Total,25 years old and over,Total,Total,Total,2022,,O,Missing value
Chad,Total,15 to 24 years old,Total,Total,Total,2022,,O,Missing value
Chile,Total,25 years old and over,Total,Total,Total,2021,49.54603629,A,Normal value
Chile,Total,15 to 24 years old,Total,Total,Total,2021,60.61739782,A,Normal value
China,Total,25 years old and over,Total,Total,Total,2021,58.64090143,A,Normal value
China,Total,15 to 24 years old,Total,Total,Total,2021,67.84623997,A,Normal value
Colombia,Total,25 years old and over,Total,Total,Total,2021,18.98912299,A,Normal value
Colombia,Total,15 to 24 years old,Total,Total,Total,2021,19.63489186,A,Normal value
Comoros,Total,25 years old and over,Total,Total,Total,2022,,O,Missing value
Comoros,Total,15 to 24 years old,Total,Total,Total,2022,,O,Missing value
"Congo, Dem. Rep.",Total,25 years old and over,Total,Total,Total,2022,,O,Missing value
"Congo, Dem. Rep.",Total,15 to 24 years old,Total,Total,Total,2022,,O,Missing value
"Congo, Rep.",Total,25 years old and over,Total,Total,Total,2021,,O,Missing value
"Congo, Rep.",Total,15 to 24 years old,Total,Total,Total,2021,,O,Missing value
Costa Rica,Total,25 years old and over,Total,Total,Total,2021,29.70972113,A,Normal value
Costa Rica,Total,15 to 24 years old,Total,Total,Total,2021,41.79912444,A,Normal value
Cote d'Ivoire,Total,25 years old and over,Total,Total,Total,2021,22.7112948,A,Normal value
Cote d'Ivoire,Total,15 to 24 years old,Total,Total,Total,2021,11.41781639,A,Normal value
Croatia,Total,25 years old and over,Total,Total,Total,2021,45.94077269,A,Normal value
Croatia,Total,15 to 24 years old,Total,Total,Total,2021,23.10279806,A,Normal value
Cyprus,Total,25 years old and over,Total,Total,Total,2021,50.32079639,A,Normal value
Cyprus,Total,15 to 24 years old,Total,Total,Total,2021,45.87388969,A,Normal value
Czechia,Total,25 years old and over,Total,Total,Total,2021,74.26340878,A,Normal value
Czechia,Total,15 to 24 years old,Total,Total,Total,2021,39.66514488,A,Normal value
Denmark,Total,25 years old and over,Total,Total,Total,2021,86.53640018,A,Normal value
Denmark,Total,15 to 24 years old,Total,Total,Total,2021,65.80787444,A,Normal value
Dominican Republic,Total,25 years old and over,Total,Total,Total,2021,,O,Missing value
Dominican Republic,Total,15 to 24 years old,Total,Total,Total,2021,,O,Missing value
Ecuador,Total,25 years old and over,Total,Total,Total,2021,17.01847519,A,Normal value
Ecuador,Total,15 to 24 years old,Total,Total,Total,2021,15.85164692,A,Normal value
"Egypt, Arab Rep.",Total,25 years old and over,Total,Total,Total,2021,,O,Missing value
"Egypt, Arab Rep.",Total,15 to 24 years old,Total,Total,Total,2021,,O,Missing value
El Salvador,Total,25 years old and over,Total,Total,Total,2021,,O,Missing value
El Salvador,Total,15 to 24 years old,Total,Total,Total,2021,,O,Missing value
Estonia,Total,25 years old and over,Total,Total,Total,2021,88.59275831,A,Normal value
Estonia,Total,15 to 24 years old,Total,Total,Total,2021,61.27650659,A,Normal value
Eswatini,Total,25 years old and over,Total,Total,Total,2022,48.10807174,A,Normal value
Eswatini,Total,15 to 24 years old,Total,Total,Total,2022,21.27691188,A,Normal value
Ethiopia,Total,25 years old and over,Total,Total,Total,2022,,O,Missing value
Ethiopia,Total,15 to 24 years old,Total,Total,Total,2022,,O,Missing value
Finland,Total,25 years old and over,Total,Total,Total,2021,91.96551031,A,Normal value
Finland,Total,15 to 24 years old,Total,Total,Total,2021,65.55041273,A,Normal value
France,Total,25 years old and over,Total,Total,Total,2021,44.00793074,A,Normal value
France,Total,15 to 24 years old,Total,Total,Total,2021,41.23429928,A,Normal value
Gabon,Total,25 years old and over,Total,Total,Total,2021,42.84544316,A,Normal value
Gabon,Total,15 to 24 years old,Total,Total,Total,2021,37.36271705,A,Normal value
"Gambia, The",Total,25 years old and over,Total,Total,Total,2022,,O,Missing value
"Gambia, The",Total,15 to 24 years old,Total,Total,Total,2022,,O,Missing value
Georgia,Total,25 years old and over,Total,Total,Total,2021,24.94040656,A,Normal value
Georgia,Total,15 to 24 years old,Total,Total,Total,2021,27.6375011,A,Normal value
Germany,Total,25 years old and over,Total,Total,Total,2021,54.98652221,A,Normal value
Germany,Total,15 to 24 years old,Total,Total,Total,2021,79.16851545,A,Normal value
Ghana,Total,25 years old and over,Total,Total,Total,2021,9.909752852,A,Normal value
Ghana,Total,15 to 24 years old,Total,Total,Total,2021,10.56820392,A,Normal value
Greece,Total,25 years old and over,Total,Total,Total,2021,64.32819854,A,Normal value
Greece,Total,15 to 24 years old,Total,Total,Total,2021,56.72060034,A,Normal value
Guatemala,Total,25 years old and over,Total,Total,Total,2022,,O,Missing value
Guatemala,Total,15 to 24 years old,Total,Total,Total,2022,,O,Missing value
Guinea,Total,25 years old and over,Total,Total,Total,2021,,O,Missing value
Guinea,Total,15 to 24 years old,Total,Total,Total,2021,,O,Missing value
Honduras,Total,25 years old and over,Total,Total,Total,2021,9.801098093,A,Normal value
Honduras,Total,15 to 24 years old,Total,Total,Total,2021,12.99517823,A,Normal value
"Hong Kong SAR, China",Total,25 years old and over,Total,Total,Total,2021,64.61409777,A,Normal value
"Hong Kong SAR, China",Total,15 to 24 years old,Total,Total,Total,2021,62.47064537,A,Normal value
Hungary,Total,25 years old and over,Total,Total,Total,2021,55.5040848,A,Normal value
Hungary,Total,15 to 24 years old,Total,Total,Total,2021,45.82511841,A,Normal value
Iceland,Total,25 years old and over,Total,Total,Total,2021,86.83482445,A,Normal value
Iceland,Total,15 to 24 years old,Total,Total,Total,2021,53.44018147,A,Normal value
India,Total,25 years old and over,Total,Total,Total,2021,,O,Missing value
India,Total,15 to 24 years old,Total,Total,Total,2021,,O,Missing value
Indonesia,Total,25 years old and over,Total,Total,Total,2021,,O,Missing value
Indonesia,Total,15 to 24 years old,Total,Total,Total,2021,,O,Missing value
"Iran, Islamic Rep.",Total,25 years old and over,Total,Total,Total,2021,36.61076553,A,Normal value
"Iran, Islamic Rep.",Total,15 to 24 years old,Total,Total,Total,2021,33.20302838,A,Normal value
Iraq,Total,25 years old and over,Total,Total,Total,2021,,O,Missing value
Iraq,Total,15 to 24 years old,Total,Total,Total,2021,,O,Missing value
Ireland,Total,25 years old and over,Total,Total,Total,2021,62.77972344,A,Normal value
Ireland,Total,15 to 24 years old,Total,Total,Total,2021,61.64727802,A,Normal value
Israel,Total,25 years old and over,Total,Total,Total,2021,53.87817687,A,Normal value
Israel,Total,15 to 24 years old,Total,Total,Total,2021,21.68824925,A,Normal value
Italy,Total,25 years old and over,Total,Total,Total,2021,32.89287897,A,Normal value
Italy,Total,15 to 24 years old,Total,Total,Total,2021,32.81493896,A,Normal value
Jamaica,Total,25 years old and over,Total,Total,Total,2021,12.10298038,A,Normal value
Jamaica,Total,15 to 24 years old,Total,Total,Total,2021,12.84196451,A,Normal value
Japan,Total,25 years old and over,Total,Total,Total,2021,30.28153467,A,Normal value
Japan,Total,15 to 24 years old,Total,Total,Total,2021,39.61938685,A,Normal value
Jordan,Total,25 years old and over,Total,Total,Total,2021,,O,Missing value
Jordan,Total,15 to 24 years old,Total,Total,Total,2021,,O,Missing value
Kazakhstan,Total,25 years old and over,Total,Total,Total,2021,53.12998026,A,Normal value
Kazakhstan,Total,15 to 24 years old,Total,Total,Total,2021,38.79336111,A,Normal value
Kenya,Total,25 years old and over,Total,Total,Total,2021,47.79270317,A,Normal value
Kenya,Total,15 to 24 years old,Total,Total,Total,2021,39.32404553,A,Normal value
"Korea, Rep.",Total,25 years old and over,Total,Total,Total,2021,64.92861087,A,Normal value
"Korea, Rep.",Total,15 to 24 years old,Total,Total,Total,2021,37.53286374,A,Normal value
Kosovo,Total,25 years old and over,Total,Total,Total,2021,9.056162791,A,Normal value
Kosovo,Total,15 to 24 years old,Total,Total,Total,2021,13.63447244,A,Normal value
Kyrgyz Republic,Total,25 years old and over,Total,Total,Total,2021,,O,Missing value
Kyrgyz Republic,Total,15 to 24 years old,Total,Total,Total,2021,,O,Missing value
Lao PDR,Total,25 years old and over,Total,Total,Total,2021,,O,Missing value
Lao PDR,Total,15 to 24 years old,Total,Total,Total,2021,,O,Missing value
Latvia,Total,25 years old and over,Total,Total,Total,2021,80.93573428,A,Normal value
Latvia,Total,15 to 24 years old,Total,Total,Total,2021,50.22869253,A,Normal value
Lebanon,Total,25 years old and over,Total,Total,Total,2021,,O,Missing value
